Player,Player_1,Player_2,Winner,Surface
,Ito T.,Wu D.,Wu D.,Hard
,Mannarino A.,Zhang Ze.,Mannarino A.,Hard
,Andujar P.,Johnson S.,Andujar P.,Hard
,Kecmanovic M.,Ruud C.,Kecmanovic M.,Hard
,Zhang Zh.,Koepfer D.,Zhang Zh.,Hard
,Dzumhur D.,Cecchinato M.,Dzumhur D.,Hard
,De Minaur A.,Millman J.,De Minaur A.,Hard
,Sandgren T.,Murray A.,Murray A.,Hard
,Kwon S.W.,Pouille L.,Kwon S.W.,Hard
,Kyrgios N.,Seppi A.,Seppi A.,Hard
,Ramos-Vinolas A.,Kecmanovic M.,Ramos-Vinolas A.,Hard
,Norrie C.,Monfils G.,Monfils G.,Hard
,Seppi A.,Zhang Zh.,Seppi A.,Hard
,Dzumhur D.,Kwon S.W.,Dzumhur D.,Hard
,Andujar P.,Bautista Agut R.,Bautista Agut R.,Hard
,Mannarino A.,Tsitsipas S.,Mannarino A.,Hard
,Coric B.,Wu D.,Coric B.,Hard
,Murray A.,De Minaur A.,De Minaur A.,Hard
,Ramos-Vinolas A.,Monfils G.,Ramos-Vinolas A.,Hard
,Dzumhur D.,Mannarino A.,Mannarino A.,Hard
,Seppi A.,Bautista Agut R.,Bautista Agut R.,Hard
,De Minaur A.,Coric B.,De Minaur A.,Hard
,Ramos-Vinolas A.,Mannarino A.,Mannarino A.,Hard
,De Minaur A.,Bautista Agut R.,De Minaur A.,Hard
,De Minaur A.,Mannarino A.,De Minaur A.,Hard
,Rublev A.,Dimitrov G.,Rublev A.,Hard
,Cuevas P.,Khachanov K.,Khachanov K.,Hard
,Cecchinato M.,Chardy J.,Chardy J.,Hard
,Edmund K.,Zhang Zh.,Zhang Zh.,Hard
,Li Z.,Evans D.,Evans D.,Hard
,Zverev A.,Tiafoe F.,Zverev A.,Hard
,Norrie C.,Garin C.,Norrie C.,Hard
,Auger-Aliassime F.,Ramos-Vinolas A.,Auger-Aliassime F.,Hard
,Isner J.,Monfils G.,Isner J.,Hard
,Berrettini M.,Murray A.,Murray A.,Hard
,Fognini F.,Kukushkin M.,Fognini F.,Hard
,Pella G.,Basilashvili N.,Basilashvili N.,Hard
,Gasquet R.,Thiem D.,Thiem D.,Hard
,Lajovic D.,Tsitsipas S.,Tsitsipas S.,Hard
,Bautista Agut R.,Querrey S.,Querrey S.,Hard
,Schwartzman D.,Verdasco F.,Schwartzman D.,Hard
,Norrie C.,Murray A.,Murray A.,Hard
,Khachanov K.,Chardy J.,Khachanov K.,Hard
,Fognini F.,Rublev A.,Fognini F.,Hard
,Thiem D.,Zhang Zh.,Thiem D.,Hard
,Evans D.,Isner J.,Isner J.,Hard
,Basilashvili N.,Tsitsipas S.,Tsitsipas S.,Hard
,Schwartzman D.,Querrey S.,Querrey S.,Hard
,Zverev A.,Auger-Aliassime F.,Zverev A.,Hard
,Fognini F.,Khachanov K.,Khachanov K.,Hard
,Thiem D.,Murray A.,Thiem D.,Hard
,Tsitsipas S.,Isner J.,Tsitsipas S.,Hard
,Zverev A.,Querrey S.,Zverev A.,Hard
,Thiem D.,Khachanov K.,Thiem D.,Hard
,Zverev A.,Tsitsipas S.,Tsitsipas S.,Hard
,Thiem D.,Tsitsipas S.,Thiem D.,Hard
,Struff J.L.,Soeda G.,Soeda G.,Hard
,Pouille L.,Hurkacz H.,Pouille L.,Hard
,Sugita Y.,Cilic M.,Cilic M.,Hard
,Sousa J.,Nishioka Y.,Nishioka Y.,Hard
,Sonego L.,Chung H.,Chung H.,Hard
,Paire B.,Uchiyama Y.,Uchiyama Y.,Hard
,Fritz T.,Opelka R.,Opelka R.,Hard
,Daniel T.,Coric B.,Daniel T.,Hard
,Andujar P.,Simon G.,Simon G.,Hard
,Krajinovic F.,Albot R.,Albot R.,Hard
,Djokovic N.,Popyrin A.,Djokovic N.,Hard
,Londero J.I.,Thompson J.,Thompson J.,Hard
,Kecmanovic M.,Shapovalov D.,Shapovalov D.,Hard
,Carreno Busta P.,Goffin D.,Goffin D.,Hard
,Mannarino A.,Millman J.,Millman J.,Hard
,De Minaur A.,Harris L.,Harris L.,Hard
,Albot R.,Uchiyama Y.,Uchiyama Y.,Hard
,Soeda G.,Djokovic N.,Djokovic N.,Hard
,Opelka R.,Simon G.,Opelka R.,Hard
,Nishioka Y.,Pouille L.,Pouille L.,Hard
,Daniel T.,Thompson J.,Daniel T.,Hard
,Millman J.,Harris L.,Millman J.,Hard
,Goffin D.,Shapovalov D.,Goffin D.,Hard
,Chung H.,Cilic M.,Chung H.,Hard
,Uchiyama Y.,Opelka R.,Opelka R.,Hard
,Daniel T.,Millman J.,Millman J.,Hard
,Djokovic N.,Pouille L.,Djokovic N.,Hard
,Goffin D.,Chung H.,Goffin D.,Hard
,Opelka R.,Millman J.,Millman J.,Hard
,Goffin D.,Djokovic N.,Djokovic N.,Hard
,Millman J.,Djokovic N.,Djokovic N.,Hard
,Basilashvili N.,Albot R.,Basilashvili N.,Hard
,Krajinovic F.,Sousa J.,Sousa J.,Hard
,Verdasco F.,Fritz T.,Fritz T.,Hard
,Hurkacz H.,Zhang Zh.,Hurkacz H.,Hard
,Simon G.,Norrie C.,Norrie C.,Hard
,Cilic M.,Ramos-Vinolas A.,Ramos-Vinolas A.,Hard
,Shapovalov D.,Tiafoe F.,Shapovalov D.,Hard
,Querrey S.,Fognini F.,Fognini F.,Hard
,Schwartzman D.,Pospisil V.,Pospisil V.,Hard
,Paire B.,Cecchinato M.,Paire B.,Hard
,Garin C.,Cuevas P.,Garin C.,Hard
,Chardy J.,Edmund K.,Chardy J.,Hard
,Monfils G.,Sonego L.,Monfils G.,Hard
,Murray A.,Londero J.I.,Murray A.,Hard
,Kecmanovic M.,Kukushkin M.,Kukushkin M.,Hard
,Zhang Ze.,Carreno Busta P.,Carreno Busta P.,Hard
,Pouille L.,Li Z.,Pouille L.,Hard
,Lajovic D.,Opelka R.,Opelka R.,Hard
,Coric B.,Rublev A.,Rublev A.,Hard
,De Minaur A.,Isner J.,Isner J.,Hard
,Pella G.,Millman J.,Millman J.,Hard
,Struff J.L.,Berrettini M.,Berrettini M.,Hard
,Auger-Aliassime F.,Bublik A.,Auger-Aliassime F.,Hard
,Goffin D.,Gasquet R.,Goffin D.,Hard
,Basilashvili N.,Paire B.,Basilashvili N.,Hard
,Monfils G.,Hurkacz H.,Hurkacz H.,Hard
,Federer R.,Ramos-Vinolas A.,Federer R.,Hard
,Sousa J.,Pospisil V.,Pospisil V.,Hard
,Fognini F.,Murray A.,Fognini F.,Hard
,Medvedev D.,Norrie C.,Medvedev D.,Hard
,Auger-Aliassime F.,Tsitsipas S.,Tsitsipas S.,Hard
,Berrettini M.,Garin C.,Berrettini M.,Hard
,Isner J.,Pouille L.,Isner J.,Hard
,Opelka R.,Bautista Agut R.,Bautista Agut R.,Hard
,Fritz T.,Khachanov K.,Khachanov K.,Hard
,Chardy J.,Zverev A.,Zverev A.,Hard
,Millman J.,Rublev A.,Rublev A.,Hard
,Kukushkin M.,Goffin D.,Goffin D.,Hard
,Djokovic N.,Shapovalov D.,Djokovic N.,Hard
,Thiem D.,Carreno Busta P.,Thiem D.,Hard
,Khachanov K.,Fognini F.,Fognini F.,Hard
,Pospisil V.,Medvedev D.,Medvedev D.,Hard
,Berrettini M.,Bautista Agut R.,Berrettini M.,Hard
,Djokovic N.,Isner J.,Djokovic N.,Hard
,Tsitsipas S.,Hurkacz H.,Tsitsipas S.,Hard
,Federer R.,Goffin D.,Federer R.,Hard
,Thiem D.,Basilashvili N.,Thiem D.,Hard
,Rublev A.,Zverev A.,Zverev A.,Hard
,Medvedev D.,Fognini F.,Medvedev D.,Hard
,Tsitsipas S.,Djokovic N.,Tsitsipas S.,Hard
,Federer R.,Zverev A.,Zverev A.,Hard
,Thiem D.,Berrettini M.,Berrettini M.,Hard
,Tsitsipas S.,Medvedev D.,Medvedev D.,Hard
,Zverev A.,Berrettini M.,Zverev A.,Hard
,Zverev A.,Medvedev D.,Medvedev D.,Hard
,Pella G.,Gojowczyk P.,Pella G.,Hard
,Sonego L.,Tsonga J.W.,Tsonga J.W.,Hard
,Struff J.L.,Barrere G.,Struff J.L.,Hard
,Lopez F.,Norrie C.,Lopez F.,Hard
,Copil M.,Delbonis F.,Copil M.,Hard
,Gasquet R.,Kwon S.W.,Kwon S.W.,Hard
,Sinner J.,Majchrzak K.,Sinner J.,Hard
,Darcis S.,Simon G.,Simon G.,Hard
,Murray A.,Coppejans K.,Murray A.,Hard
,Humbert U.,Kovalik J.,Humbert U.,Hard
,Tiafoe F.,Maden Y.,Tiafoe F.,Hard
,Cuevas P.,Dellien H.,Cuevas P.,Hard
,Pella G.,Kwon S.W.,Pella G.,Hard
,Simon G.,Tsonga J.W.,Simon G.,Hard
,Lopez F.,Wawrinka S.,Wawrinka S.,Hard
,Tiafoe F.,Struff J.L.,Tiafoe F.,Hard
,Copil M.,Schwartzman D.,Copil M.,Hard
,Sinner J.,Monfils G.,Sinner J.,Hard
,Murray A.,Cuevas P.,Murray A.,Hard
,Goffin D.,Humbert U.,Humbert U.,Hard
,Tiafoe F.,Sinner J.,Sinner J.,Hard
,Wawrinka S.,Simon G.,Wawrinka S.,Hard
,Copil M.,Murray A.,Murray A.,Hard
,Pella G.,Humbert U.,Humbert U.,Hard
,Wawrinka S.,Sinner J.,Wawrinka S.,Hard
,Murray A.,Humbert U.,Murray A.,Hard
,Wawrinka S.,Murray A.,Murray A.,Hard
,Garin C.,Seppi A.,Seppi A.,Hard
,Rosol L.,Londero J.I.,Rosol L.,Hard
,Dzumhur D.,Mannarino A.,Mannarino A.,Hard
,Berankis R.,Carballes Baena R.,Carballes Baena R.,Hard
,Kecmanovic M.,Dubrivnyy A.,Kecmanovic M.,Hard
,Kukushkin M.,Donskoy E.,Kukushkin M.,Hard
,Kohlschreiber P.,Herbert P.H.,Kohlschreiber P.,Hard
,Chardy J.,Jarry N.,Chardy J.,Hard
,Karlovic I.,Bedene A.,Karlovic I.,Hard
,Rublev A.,Bublik A.,Rublev A.,Hard
,Fabbiano T.,Gerasimov E.,Gerasimov E.,Hard
,Kachmazov A.,Avidzba A.,Avidzba A.,Hard
,Carballes Baena R.,Seppi A.,Seppi A.,Hard
,Mannarino A.,Kukushkin M.,Mannarino A.,Hard
,Lajovic D.,Rosol L.,Lajovic D.,Hard
,Kohlschreiber P.,Khachanov K.,Khachanov K.,Hard
,Avidzba A.,Milojevic N.,Milojevic N.,Hard
,Rublev A.,Gerasimov E.,Rublev A.,Hard
,Chardy J.,Kecmanovic M.,Chardy J.,Hard
,Karlovic I.,Cilic M.,Cilic M.,Hard
,Mannarino A.,Lajovic D.,Mannarino A.,Hard
,Seppi A.,Khachanov K.,Seppi A.,Hard
,Cilic M.,Chardy J.,Cilic M.,Hard
,Rublev A.,Milojevic N.,Rublev A.,Hard
,Mannarino A.,Seppi A.,Mannarino A.,Hard
,Rublev A.,Cilic M.,Rublev A.,Hard
,Mannarino A.,Rublev A.,Rublev A.,Hard
,Opelka R.,Travaglia S.,Travaglia S.,Hard
,Tomic B.,Evans D.,Evans D.,Hard
,Moutet C.,Tipsarevic J.,Tipsarevic J.,Hard
,Nishioka Y.,Albot R.,Nishioka Y.,Hard
,Millman J.,Carreno Busta P.,Carreno Busta P.,Hard
,Andujar P.,Mager G.,Mager G.,Hard
,Querrey S.,Novak D.,Querrey S.,Hard
,Stebe C.M.,Schnur B.,Stebe C.M.,Hard
,Ymer E.,Sugita Y.,Sugita Y.,Hard
,Otte O.,Popyrin A.,Popyrin A.,Hard
,Krajinovic F.,Ruud C.,Krajinovic F.,Hard
,Ymer M.,Sousa J.,Ymer M.,Hard
,Fritz T.,Nishioka Y.,Nishioka Y.,Hard
,Querrey S.,Dimitrov G.,Querrey S.,Hard
,Krajinovic F.,Evans D.,Krajinovic F.,Hard
,Carreno Busta P.,Mager G.,Carreno Busta P.,Hard
,Sugita Y.,Travaglia S.,Sugita Y.,Hard
,Fognini F.,Tipsarevic J.,Tipsarevic J.,Hard
,Popyrin A.,Shapovalov D.,Shapovalov D.,Hard
,Ymer M.,Stebe C.M.,Stebe C.M.,Hard
,Krajinovic F.,Nishioka Y.,Krajinovic F.,Hard
,Carreno Busta P.,Querrey S.,Carreno Busta P.,Hard
,Stebe C.M.,Shapovalov D.,Shapovalov D.,Hard
,Tipsarevic J.,Sugita Y.,Sugita Y.,Hard
,Carreno Busta P.,Krajinovic F.,Krajinovic F.,Hard
,Shapovalov D.,Sugita Y.,Shapovalov D.,Hard
,Krajinovic F.,Shapovalov D.,Shapovalov D.,Hard
,Kecmanovic M.,Struff J.L.,Struff J.L.,Hard
,Gojowczyk P.,Federer R.,Federer R.,Hard
,Dellien H.,De Minaur A.,De Minaur A.,Hard
,Paire B.,Laaksonen H.,Laaksonen H.,Hard
,Albot R.,Lajovic D.,Albot R.,Hard
,Opelka R.,Garin C.,Opelka R.,Hard
,Popyrin A.,Fognini F.,Fognini F.,Hard
,Fritz T.,Zverev A.,Fritz T.,Hard
,Gasquet R.,Londero J.I.,Gasquet R.,Hard
,Tsitsipas S.,Ramos-Vinolas A.,Tsitsipas S.,Hard
,Copil M.,Bautista Agut R.,Bautista Agut R.,Hard
,Andujar P.,Berankis R.,Berankis R.,Hard
,Djere L.,Krajinovic F.,Krajinovic F.,Hard
,Goffin D.,Cilic M.,Goffin D.,Hard
,Wawrinka S.,Cuevas P.,Wawrinka S.,Hard
,Evans D.,Tiafoe F.,Tiafoe F.,Hard
,Albot R.,Federer R.,Federer R.,Hard
,De Minaur A.,Fritz T.,De Minaur A.,Hard
,Struff J.L.,Laaksonen H.,Struff J.L.,Hard
,Opelka R.,Goffin D.,Opelka R.,Hard
,Gasquet R.,Bautista Agut R.,Bautista Agut R.,Hard
,Berankis R.,Tsitsipas S.,Tsitsipas S.,Hard
,Tiafoe F.,Wawrinka S.,Wawrinka S.,Hard
,Fognini F.,Krajinovic F.,Krajinovic F.,Hard
,Opelka R.,Bautista Agut R.,Opelka R.,Hard
,Struff J.L.,De Minaur A.,De Minaur A.,Hard
,Federer R.,Wawrinka S.,Federer R.,Hard
,Krajinovic F.,Tsitsipas S.,Tsitsipas S.,Hard
,Opelka R.,De Minaur A.,De Minaur A.,Hard
,Tsitsipas S.,Federer R.,Federer R.,Hard
,De Minaur A.,Federer R.,Federer R.,Hard
,Herbert P.H.,Schwartzman D.,Schwartzman D.,Hard
,Fucsovics M.,Sonego L.,Fucsovics M.,Hard
,Edmund K.,Berrettini M.,Berrettini M.,Hard
,Dimitrov G.,Dzumhur D.,Dimitrov G.,Hard
,Hurkacz H.,Khachanov K.,Khachanov K.,Hard
,Lopez F.,Simon G.,Simon G.,Hard
,Pella G.,Bedene A.,Bedene A.,Hard
,Chung H.,Raonic M.,Chung H.,Hard
,Verdasco F.,Basilashvili N.,Verdasco F.,Hard
,Thiem D.,Tsonga J.W.,Thiem D.,Hard
,Kohlschreiber P.,Sinner J.,Sinner J.,Hard
,Shapovalov D.,Carreno Busta P.,Carreno Busta P.,Hard
,Querrey S.,Mannarino A.,Querrey S.,Hard
,Bublik A.,Rublev A.,Rublev A.,Hard
,Coric B.,Kukushkin M.,Kukushkin M.,Hard
,Novak D.,Monfils G.,Monfils G.,Hard
,Berrettini M.,Dimitrov G.,Berrettini M.,Hard
,Fucsovics M.,Khachanov K.,Khachanov K.,Hard
,Querrey S.,Schwartzman D.,Schwartzman D.,Hard
,Kukushkin M.,Carreno Busta P.,Carreno Busta P.,Hard
,Rublev A.,Chung H.,Rublev A.,Hard
,Bedene A.,Simon G.,Bedene A.,Hard
,Verdasco F.,Thiem D.,Thiem D.,Hard
,Monfils G.,Sinner J.,Monfils G.,Hard
,Berrettini M.,Rublev A.,Berrettini M.,Hard
,Carreno Busta P.,Thiem D.,Thiem D.,Hard
,Schwartzman D.,Khachanov K.,Schwartzman D.,Hard
,Monfils G.,Bedene A.,Monfils G.,Hard
,Berrettini M.,Thiem D.,Thiem D.,Hard
,Schwartzman D.,Monfils G.,Schwartzman D.,Hard
,Thiem D.,Schwartzman D.,Thiem D.,Hard
,Basilashvili N.,Albot R.,Albot R.,Hard
,Hurkacz H.,Cilic M.,Cilic M.,Hard
,Struff J.L.,Nishioka Y.,Struff J.L.,Hard
,Verdasco F.,Coric B.,Verdasco F.,Hard
,Norrie C.,Raonic M.,Raonic M.,Hard
,Querrey S.,Chardy J.,Chardy J.,Hard
,Cuevas P.,Garin C.,Garin C.,Hard
,Dzumhur D.,Paire B.,Paire B.,Hard
,Tsonga J.W.,Rublev A.,Tsonga J.W.,Hard
,Mannarino A.,Ruud C.,Mannarino A.,Hard
,Moutet C.,Lajovic D.,Moutet C.,Hard
,Fritz T.,Tiafoe F.,Fritz T.,Hard
,De Minaur A.,Djere L.,De Minaur A.,Hard
,Berankis R.,Edmund K.,Edmund K.,Hard
,Shapovalov D.,Simon G.,Shapovalov D.,Hard
,Dimitrov G.,Humbert U.,Dimitrov G.,Hard
,Struff J.L.,Khachanov K.,Struff J.L.,Hard
,Seppi A.,Albot R.,Albot R.,Hard
,Medvedev D.,Chardy J.,Chardy J.,Hard
,Verdasco F.,Zverev A.,Zverev A.,Hard
,Thiem D.,Raonic M.,Thiem D.,Hard
,Shapovalov D.,Fognini F.,Shapovalov D.,Hard
,Garin C.,Isner J.,Garin C.,Hard
,Tsitsipas S.,Fritz T.,Tsitsipas S.,Hard
,Goffin D.,Dimitrov G.,Dimitrov G.,Hard
,De Minaur A.,Bautista Agut R.,De Minaur A.,Hard
,Paire B.,Monfils G.,Monfils G.,Hard
,Cilic M.,Wawrinka S.,Wawrinka S.,Hard
,Moutet C.,Djokovic N.,Djokovic N.,Hard
,Edmund K.,Schwartzman D.,Edmund K.,Hard
,Nadal R.,Mannarino A.,Nadal R.,Hard
,Berrettini M.,Tsonga J.W.,Tsonga J.W.,Hard
,Garin C.,Chardy J.,Garin C.,Hard
,Thiem D.,Dimitrov G.,Dimitrov G.,Hard
,Tsitsipas S.,De Minaur A.,Tsitsipas S.,Hard
,Edmund K.,Djokovic N.,Djokovic N.,Hard
,Struff J.L.,Tsonga J.W.,Tsonga J.W.,Hard
,Shapovalov D.,Zverev A.,Shapovalov D.,Hard
,Nadal R.,Wawrinka S.,Nadal R.,Hard
,Albot R.,Monfils G.,Monfils G.,Hard
,Garin C.,Dimitrov G.,Dimitrov G.,Hard
,Djokovic N.,Tsitsipas S.,Djokovic N.,Hard
,Shapovalov D.,Monfils G.,Shapovalov D.,Hard
,Nadal R.,Tsonga J.W.,Nadal R.,Hard
,Dimitrov G.,Djokovic N.,Djokovic N.,Hard
,Nadal R.,Shapovalov D.,Shapovalov D.,Hard
,Djokovic N.,Shapovalov D.,Djokovic N.,Hard
,Djokovic N. ,Berrettini M. ,Djokovic N. ,Hard
,Thiem D. ,Federer R. ,Thiem D. ,Hard
,Medvedev D. ,Tsitsipas S. ,Tsitsipas S. ,Hard
,Nadal R. ,Zverev A. ,Zverev A. ,Hard
,Berrettini M. ,Federer R. ,Federer R. ,Hard
,Djokovic N. ,Thiem D. ,Thiem D. ,Hard
,Nadal R. ,Medvedev D. ,Nadal R. ,Hard
,Tsitsipas S. ,Zverev A. ,Tsitsipas S. ,Hard
,Berrettini M. ,Thiem D. ,Berrettini M. ,Hard
,Federer R. ,Djokovic N. ,Federer R. ,Hard
,Tsitsipas S. ,Nadal R. ,Nadal R. ,Hard
,Medvedev D. ,Zverev A. ,Zverev A. ,Hard
,Tsitsipas S. ,Federer R. ,Tsitsipas S. ,Hard
,Thiem D. ,Zverev A. ,Thiem D. ,Hard
,Tsitsipas S. ,Thiem D. ,Tsitsipas S. ,Hard
,Mannarino A.,Bublik A.,Bublik A.,Hard
,Sandgren T.,Moutet C.,Moutet C.,Hard
,Andujar P.,Verdasco F.,Verdasco F.,Hard
,Bedene A.,Ymer M.,Bedene A.,Hard
,Chardy J.,Barrere G.,Chardy J.,Hard
,Kecmanovic M.,Thompson J.,Kecmanovic M.,Hard
,Krajinovic F.,Edmund K.,Krajinovic F.,Hard
,Sonego L.,Djere L.,Djere L.,Hard
,Tiafoe F.,Fucsovics M.,Fucsovics M.,Hard
,Ilkel C.,Berankis R.,Ilkel C.,Hard
,Kukushkin M.,Jaziri M.,Kukushkin M.,Hard
,Herbert P.H.,Cecchinato M.,Herbert P.H.,Hard
,Bublik A.,Bedene A.,Bedene A.,Hard
,Chardy J.,Wawrinka S.,Wawrinka S.,Hard
,Rublev A.,Kukushkin M.,Rublev A.,Hard
,Fucsovics M.,Ilkel C.,Fucsovics M.,Hard
,Krajinovic F.,Verdasco F.,Verdasco F.,Hard
,Djere L.,Herbert P.H.,Herbert P.H.,Hard
,Tsonga J.W.,Kecmanovic M.,Kecmanovic M.,Hard
,Moutet C.,Raonic M.,Moutet C.,Hard
,Kecmanovic M.,Fucsovics M.,Kecmanovic M.,Hard
,Herbert P.H.,Rublev A.,Rublev A.,Hard
,Moutet C.,Verdasco F.,Moutet C.,Hard
,Wawrinka S.,Bedene A.,Wawrinka S.,Hard
,Kecmanovic M.,Rublev A.,Rublev A.,Hard
,Wawrinka S.,Moutet C.,Moutet C.,Hard
,Rublev A.,Moutet C.,Rublev A.,Hard
,Fritz T.,Bublik A.,Bublik A.,Hard
,Opelka R.,Cuevas P.,Cuevas P.,Hard
,Popyrin A.,Djere L.,Djere L.,Hard
,Simon G.,Chardy J.,Chardy J.,Hard
,Evans D.,Londero J.I.,Evans D.,Hard
,Harris L.,Garin C.,Harris L.,Hard
,Barrere G.,Querrey S.,Querrey S.,Hard
,Delbonis F.,Duckworth J.,Duckworth J.,Hard
,Bedene A.,Paul T.,Paul T.,Hard
,Thompson J.,Ramos-Vinolas A.,Ramos-Vinolas A.,Hard
,Caruso S.,Struff J.L.,Struff J.L.,Hard
,Robert S.,Bolt A.,Bolt A.,Hard
,Bublik A.,Evans D.,Evans D.,Hard
,Harris L.,Djere L.,Harris L.,Hard
,Rublev A.,Querrey S.,Rublev A.,Hard
,Cuevas P.,Paul T.,Paul T.,Hard
,Carreno Busta P.,Chardy J.,Carreno Busta P.,Hard
,Ramos-Vinolas A.,Munar J.,Ramos-Vinolas A.,Hard
,Struff J.L.,Bolt A.,Bolt A.,Hard
,Duckworth J.,Auger-Aliassime F.,Auger-Aliassime F.,Hard
,Carreno Busta P.,Harris L.,Harris L.,Hard
,Rublev A.,Evans D.,Rublev A.,Hard
,Ramos-Vinolas A.,Paul T.,Paul T.,Hard
,Bolt A.,Auger-Aliassime F.,Auger-Aliassime F.,Hard
,Paul T.,Harris L.,Harris L.,Hard
,Auger-Aliassime F.,Rublev A.,Rublev A.,Hard
,Harris L.,Rublev A.,Rublev A.,Hard
,Hurkacz H.,Sonego L.,Hurkacz H.,Hard
,Sandgren T.,Venus M.,Sandgren T.,Hard
,Norrie C.,Monteiro T.,Monteiro T.,Hard
,Humbert U.,Ruud C.,Humbert U.,Hard
,Sinner J.,Paire B.,Paire B.,Hard
,Ymer M.,Tiafoe F.,Ymer M.,Hard
,Pospisil V.,Sousa J.,Pospisil V.,Hard
,Edmund K.,Davidovich Fokina A.,Edmund K.,Hard
,Millman J.,Mmoh M.,Millman J.,Hard
,Seppi A.,Mannarino A.,Seppi A.,Hard
,Lopez F.,Andujar P.,Lopez F.,Hard
,Mayer L.,Cecchinato M.,Cecchinato M.,Hard
,Sandgren T.,Isner J.,Isner J.,Hard
,Hurkacz H.,Ymer M.,Hurkacz H.,Hard
,Monteiro T.,Paire B.,Paire B.,Hard
,Fognini F.,Lopez F.,Lopez F.,Hard
,Edmund K.,Seppi A.,Edmund K.,Hard
,Cecchinato M.,Humbert U.,Humbert U.,Hard
,Shapovalov D.,Pospisil V.,Shapovalov D.,Hard
,Millman J.,Khachanov K.,Millman J.,Hard
,Isner J.,Edmund K.,Isner J.,Hard
,Humbert U.,Shapovalov D.,Humbert U.,Hard
,Paire B.,Millman J.,Paire B.,Hard
,Hurkacz H.,Lopez F.,Hurkacz H.,Hard
,Humbert U.,Isner J.,Humbert U.,Hard
,Paire B.,Hurkacz H.,Paire B.,Hard
,Humbert U.,Paire B.,Humbert U.,Hard
,Harris A.,Berrettini M.,Berrettini M.,Hard
,Carballes Baena R.,Berankis R.,Berankis R.,Hard
,Mcdonald M.,Evans D.,Evans D.,Hard
,Nishioka Y.,Djere L.,Nishioka Y.,Hard
,Smith J.P.,Pella G.,Pella G.,Hard
,Coric B.,Querrey S.,Querrey S.,Hard
,Safwat M.,Barrere G.,Barrere G.,Hard
,Fucsovics M.,Shapovalov D.,Fucsovics M.,Hard
,Federer R.,Johnson S.,Federer R.,Hard
,Dimitrov G.,Londero J.I.,Dimitrov G.,Hard
,Caruso S.,Tsitsipas S.,Tsitsipas S.,Hard
,Giron M.,Kohlschreiber P.,Kohlschreiber P.,Hard
,Djokovic N.,Struff J.L.,Djokovic N.,Hard
,Cilic M.,Moutet C.,Cilic M.,Hard
,Davidovich Fokina A.,Gombos N.,Davidovich Fokina A.,Hard
,Hurkacz H.,Novak D.,Hurkacz H.,Hard
,Ito T.,Gunneswaran P.,Ito T.,Hard
,Humbert U.,Millman J.,Millman J.,Hard
,Stebe C.M.,Paire B.,Paire B.,Hard
,Schwartzman D.,Harris L.,Schwartzman D.,Hard
,Bautista Agut R.,Lopez F.,Bautista Agut R.,Hard
,Fognini F.,Opelka R.,Fognini F.,Hard
,Sinner J.,Purcell M.,Sinner J.,Hard
,Edmund K.,Lajovic D.,Lajovic D.,Hard
,Kukushkin M.,Polmans M.,Polmans M.,Hard
,Raonic M.,Giustino L.,Raonic M.,Hard
,Mayer L.,Paul T.,Paul T.,Hard
,Vilella Martinez M.,Khachanov K.,Khachanov K.,Hard
,Thiem D.,Mannarino A.,Thiem D.,Hard
,Garin C.,Travaglia S.,Garin C.,Hard
,Trungelliti M.,Sandgren T.,Sandgren T.,Hard
,Dzumhur D.,Wawrinka S.,Wawrinka S.,Hard
,Gulbis E.,Auger-Aliassime F.,Gulbis E.,Hard
,Halys Q.,Krajinovic F.,Krajinovic F.,Hard
,Thompson J.,Bublik A.,Thompson J.,Hard
,Duckworth J.,Bedene A.,Bedene A.,Hard
,Carreno Busta P.,Kovalik J.,Carreno Busta P.,Hard
,Dellien H.,Nadal R.,Nadal R.,Hard
,Ymer M.,Uchiyama Y.,Ymer M.,Hard
,Mmoh M.,Andujar P.,Mmoh M.,Hard
,Kwon S.W.,Basilashvili N.,Basilashvili N.,Hard
,Verdasco F.,Donskoy E.,Verdasco F.,Hard
,Ramos-Vinolas A.,Bolt A.,Bolt A.,Hard
,Kecmanovic M.,Seppi A.,Seppi A.,Hard
,Tsonga J.W.,Popyrin A.,Popyrin A.,Hard
,Rublev A.,O'Connell C.,Rublev A.,Hard
,Eubanks C.,Gojowczyk P.,Gojowczyk P.,Hard
,Sugita Y.,Benchetrit E.,Sugita Y.,Hard
,Norrie C.,Herbert P.H.,Herbert P.H.,Hard
,Medvedev D.,Tiafoe F.,Medvedev D.,Hard
,Lu Y.H.,Monfils G.,Monfils G.,Hard
,Kyrgios N.,Sonego L.,Kyrgios N.,Hard
,Munar J.,Gaston H.,Munar J.,Hard
,Griekspoor T.,Fritz T.,Fritz T.,Hard
,Chardy J.,Goffin D.,Goffin D.,Hard
,Delbonis F.,Sousa J.,Delbonis F.,Hard
,Tabilo A.,Galan D.E.,Tabilo A.,Hard
,Cecchinato M.,Zverev A.,Zverev A.,Hard
,Isner J.,Monteiro T.,Isner J.,Hard
,Martinez P.,Koepfer D.,Martinez P.,Hard
,Anderson K.,Ivashka I.,Anderson K.,Hard
,Karlovic I.,Pospisil V.,Karlovic I.,Hard
,Ruud C.,Gerasimov E.,Gerasimov E.,Hard
,Cuevas P.,Simon G.,Simon G.,Hard
