Player_1,Player_2,Winner,Surface
Cilic M.,Harrison R.,Cilic M.,Clay
Bedene A.,Anderson K.,Bedene A.,Clay
Del Potro J.M.,Tsitsipas S.,Del Potro J.M.,Clay
Paire B.,Schwartzman D.,Paire B.,Clay
Shapovalov D.,Haase R.,Shapovalov D.,Clay
Edmund K.,Pouille L.,Edmund K.,Clay
Zverev A.,Berrettini M.,Zverev A.,Clay
Fognini F.,Gojowczyk P.,Fognini F.,Clay
Carreno Busta P.,Bedene A.,Carreno Busta P.,Clay
Del Potro J.M.,Goffin D.,Goffin D.,Clay
Shapovalov D.,Nadal R.,Nadal R.,Clay
Paire B.,Cilic M.,Cilic M.,Clay
Edmund K.,Zverev A.,Zverev A.,Clay
Djokovic N.,Ramos-Vinolas A.,Djokovic N.,Clay
Nishikori K.,Kohlschreiber P.,Nishikori K.,Clay
Nadal R.,Fognini F.,Nadal R.,Clay
Carreno Busta P.,Cilic M.,Cilic M.,Clay
Djokovic N.,Nishikori K.,Djokovic N.,Clay
Goffin D.,Zverev A.,Zverev A.,Clay
Nadal R.,Djokovic N.,Nadal R.,Clay
Zverev A.,Cilic M.,Zverev A.,Clay
Zverev A.,Nadal R.,Nadal R.,Clay
Cecchinato M.,Seppi A.,Seppi A.,Clay
Basic M.,Zverev M.,Basic M.,Clay
Istomin D.,Donaldson J.,Donaldson J.,Clay
Koepfer D.,Pella G.,Pella G.,Clay
Haider-Maurer A.,Sandgren T.,Sandgren T.,Clay
Mayer F.,Zapata Miralles B.,Zapata Miralles B.,Clay
Karlovic I.,Gojowczyk P.,Gojowczyk P.,Clay
Tiafoe F.,Harrison R.,Tiafoe F.,Clay
Rubin N.,Baghdatis M.,Rubin N.,Clay
Fucsovics M.,Ramos-Vinolas A.,Fucsovics M.,Clay
Copil M.,Johnson S.,Johnson S.,Clay
Rosol L.,Vesely J.,Rosol L.,Clay
Gojowczyk P.,Ferrer D.,Gojowczyk P.,Clay
Seppi A.,Zapata Miralles B.,Seppi A.,Clay
Sandgren T.,Basic M.,Sandgren T.,Clay
Tiafoe F.,Fucsovics M.,Fucsovics M.,Clay
Fognini F.,Rubin N.,Fognini F.,Clay
Donaldson J.,Wawrinka S.,Wawrinka S.,Clay
Pella G.,Querrey S.,Pella G.,Clay
Johnson S.,Rosol L.,Johnson S.,Clay
Gojowczyk P.,Seppi A.,Gojowczyk P.,Clay
Sandgren T.,Fognini F.,Fognini F.,Clay
Johnson S.,Pella G.,Johnson S.,Clay
Fucsovics M.,Wawrinka S.,Fucsovics M.,Clay
Gojowczyk P.,Fognini F.,Gojowczyk P.,Clay
Fucsovics M.,Johnson S.,Fucsovics M.,Clay
Gojowczyk P.,Fucsovics M.,Fucsovics M.,Clay
Delbonis F.,Albot R.,Albot R.,Clay
Hemery C.,Moutet C.,Hemery C.,Clay
Zeballos H.,Lajovic D.,Lajovic D.,Clay
Coria F.,Kicker N.,Coria F.,Clay
Carballes Baena R.,Djere L.,Carballes Baena R.,Clay
Mannarino A.,Garcia-Lopez G.,Garcia-Lopez G.,Clay
Simon G.,Samper-Montana J.,Simon G.,Clay
Norrie C.,Hernandez-Fernandez J,Norrie C.,Clay
Monfils G.,Marterer M.,Marterer M.,Clay
Kukushkin M.,Barrere G.,Kukushkin M.,Clay
Ebden M.,Fritz T.,Fritz T.,Clay
Horansky F.,Sousa J.,Horansky F.,Clay
Garcia-Lopez G.,Hemery C.,Garcia-Lopez G.,Clay
Carballes Baena R.,Thiem D.,Thiem D.,Clay
Marterer M.,Norrie C.,Norrie C.,Clay
Horansky F.,Lajovic D.,Lajovic D.,Clay
Isner J.,Albot R.,Isner J.,Clay
Fritz T.,Sock J.,Fritz T.,Clay
Coria F.,Kukushkin M.,Kukushkin M.,Clay
Simon G.,De Loore J.,Simon G.,Clay
Isner J.,Norrie C.,Norrie C.,Clay
Kukushkin M.,Simon G.,Simon G.,Clay
Lajovic D.,Fritz T.,Lajovic D.,Clay
Thiem D.,Garcia-Lopez G.,Thiem D.,Clay
Simon G.,Norrie C.,Simon G.,Clay
Thiem D.,Lajovic D.,Thiem D.,Clay
Thiem D.,Simon G.,Thiem D.,Clay
Albot R.,Barrere G.,Albot R.,Clay
Dzumhur D.,Kudla D.,Dzumhur D.,Clay
Safwat M.,Dimitrov G.,Dimitrov G.,Clay
Jarry N.,Donaldson J.,Donaldson J.,Clay
Monfils G.,Benchetrit E.,Monfils G.,Clay
Djere L.,Klizan M.,Klizan M.,Clay
Carreno Busta P.,Kovalik J.,Carreno Busta P.,Clay
Nishikori K.,Janvier M.,Nishikori K.,Clay
Karlovic I.,Moutet C.,Moutet C.,Clay
Verdasco F.,Nishioka Y.,Verdasco F.,Clay
Otte O.,Berrettini M.,Berrettini M.,Clay
Medvedev D.,Pouille L.,Pouille L.,Clay
Andreozzi G.,Fritz T.,Andreozzi G.,Clay
Zverev A.,Berankis R.,Zverev A.,Clay
Haase R.,Goffin D.,Goffin D.,Clay
Bellucci T.,Delbonis F.,Delbonis F.,Clay
Cecchinato M.,Copil M.,Cecchinato M.,Clay
Wawrinka S.,Garcia-Lopez G.,Garcia-Lopez G.,Clay
Carballes Baena R.,Paire B.,Paire B.,Clay
Tsitsipas S.,Taberner C.,Tsitsipas S.,Clay
Muller G.,Gulbis E.,Gulbis E.,Clay
Khachanov K.,Haider-Maurer A.,Khachanov K.,Clay
Trungelliti M.,Tomic B.,Trungelliti M.,Clay
Norrie C.,Gojowczyk P.,Norrie C.,Clay
Lajovic D.,Vesely J.,Lajovic D.,Clay
Bautista Agut R.,Istomin D.,Bautista Agut R.,Clay
Ferrer D.,Munar J.,Munar J.,Clay
Dutra Silva R.,Djokovic N.,Djokovic N.,Clay
Coric B.,Kohlschreiber P.,Coric B.,Clay
Ivashka I.,Thiem D.,Thiem D.,Clay
Baghdatis M.,Giraldo S.,Giraldo S.,Clay
Pavlasek A.,Basic M.,Pavlasek A.,Clay
Ruud C.,Thompson J.,Ruud C.,Clay
Basilashvili N.,Simon G.,Simon G.,Clay
Kukushkin M.,Ramos-Vinolas A.,Ramos-Vinolas A.,Clay
Youzhny M.,Jaziri M.,Jaziri M.,Clay
Tiafoe F.,Querrey S.,Querrey S.,Clay
Schwartzman D.,Hemery C.,Schwartzman D.,Clay
Gasquet R.,Seppi A.,Gasquet R.,Clay
Cuevas P.,Bedene A.,Cuevas P.,Clay
Cilic M.,Duckworth J.,Cilic M.,Clay
Donskoy E.,Struff J.L.,Struff J.L.,Clay
Marterer M.,Harrison R.,Marterer M.,Clay
Sandgren T.,Hurkacz H.,Hurkacz H.,Clay
Shapovalov D.,Millman J.,Shapovalov D.,Clay
Anderson K.,Lorenzi P.,Anderson K.,Clay
Fabbiano T.,Ebden M.,Fabbiano T.,Clay
Isner J.,Rubin N.,Isner J.,Clay
Fucsovics M.,Pospisil V.,Fucsovics M.,Clay
Andujar P.,Fognini F.,Fognini F.,Clay
Edmund K.,De Minaur A.,Edmund K.,Clay
Zeballos H.,Sugita Y.,Zeballos H.,Clay
Sousa J.,Pella G.,Pella G.,Clay
Bhambri Y.,Bemelmans R.,Bemelmans R.,Clay
Johnson S.,Mannarino A.,Johnson S.,Clay
Nadal R.,Bolelli S.,Nadal R.,Clay
Zopp J.,Sock J.,Zopp J.,Clay
Sela D.,Ymer E.,Ymer E.,Clay
Zverev M.,Mayer F.,Zverev M.,Clay
Del Potro J.M.,Mahut N.,Del Potro J.M.,Clay
Stakhovsky S.,Lopez F.,Stakhovsky S.,Clay
Benneteau J.,Mayer L.,Benneteau J.,Clay
Herbert P.H.,Polansky P.,Herbert P.H.,Clay
Chardy J.,Berdych T.,Chardy J.,Clay
Carreno Busta P.,Delbonis F.,Carreno Busta P.,Clay
Cecchinato M.,Trungelliti M.,Cecchinato M.,Clay
Dzumhur D.,Albot R.,Dzumhur D.,Clay
Giraldo S.,Bautista Agut R.,Bautista Agut R.,Clay
Djokovic N.,Munar J.,Djokovic N.,Clay
Verdasco F.,Andreozzi G.,Verdasco F.,Clay
Dimitrov G.,Donaldson J.,Dimitrov G.,Clay
Lajovic D.,Zverev A.,Zverev A.,Clay
Paire B.,Nishikori K.,Nishikori K.,Clay
Berrettini M.,Gulbis E.,Berrettini M.,Clay
Moutet C.,Goffin D.,Goffin D.,Clay
Simon G.,Querrey S.,Simon G.,Clay
Khachanov K.,Garcia-Lopez G.,Khachanov K.,Clay
Monfils G.,Klizan M.,Monfils G.,Clay
Bemelmans R.,Zopp J.,Zopp J.,Clay
Hurkacz H.,Cilic M.,Cilic M.,Clay
Marterer M.,Shapovalov D.,Marterer M.,Clay
Johnson S.,Struff J.L.,Johnson S.,Clay
Fognini F.,Ymer E.,Fognini F.,Clay
Jaziri M.,Gasquet R.,Gasquet R.,Clay
Edmund K.,Fucsovics M.,Edmund K.,Clay
Stakhovsky S.,Zverev M.,Zverev M.,Clay
Thiem D.,Tsitsipas S.,Thiem D.,Clay
Cuevas P.,Anderson K.,Anderson K.,Clay
Pouille L.,Norrie C.,Pouille L.,Clay
Coric B.,Fabbiano T.,Coric B.,Clay
Ruud C.,Ramos-Vinolas A.,Ramos-Vinolas A.,Clay
Pella G.,Nadal R.,Nadal R.,Clay
Zeballos H.,Isner J.,Isner J.,Clay
Herbert P.H.,Chardy J.,Herbert P.H.,Clay
Benneteau J.,Del Potro J.M.,Del Potro J.M.,Clay
Pavlasek A.,Schwartzman D.,Schwartzman D.,Clay
Dzumhur D.,Zverev A.,Zverev A.,Clay
Dimitrov G.,Verdasco F.,Verdasco F.,Clay
Djokovic N.,Bautista Agut R.,Djokovic N.,Clay
Simon G.,Nishikori K.,Nishikori K.,Clay
Cecchinato M.,Carreno Busta P.,Cecchinato M.,Clay
Berrettini M.,Thiem D.,Thiem D.,Clay
Edmund K.,Fognini F.,Fognini F.,Clay
Marterer M.,Zopp J.,Marterer M.,Clay
Khachanov K.,Pouille L.,Khachanov K.,Clay
Anderson K.,Zverev M.,Anderson K.,Clay
Coric B.,Schwartzman D.,Schwartzman D.,Clay
Gasquet R.,Nadal R.,Nadal R.,Clay
Goffin D.,Monfils G.,Goffin D.,Clay
Johnson S.,Cilic M.,Cilic M.,Clay
Del Potro J.M.,Ramos-Vinolas A.,Del Potro J.M.,Clay
Herbert P.H.,Isner J.,Isner J.,Clay
Khachanov K.,Zverev A.,Zverev A.,Clay
Nishikori K.,Thiem D.,Thiem D.,Clay
Verdasco F.,Djokovic N.,Djokovic N.,Clay
Goffin D.,Cecchinato M.,Cecchinato M.,Clay
Schwartzman D.,Anderson K.,Schwartzman D.,Clay
Nadal R.,Marterer M.,Nadal R.,Clay
Fognini F.,Cilic M.,Cilic M.,Clay
Del Potro J.M.,Isner J.,Del Potro J.M.,Clay
Thiem D.,Zverev A.,Thiem D.,Clay
Djokovic N.,Cecchinato M.,Cecchinato M.,Clay
Cilic M.,Del Potro J.M.,Del Potro J.M.,Clay
Nadal R.,Schwartzman D.,Nadal R.,Clay
Thiem D.,Cecchinato M.,Thiem D.,Clay
Nadal R.,Del Potro J.M.,Nadal R.,Clay
Thiem D.,Nadal R.,Nadal R.,Clay
Basilashvili N.,Sugita Y.,Sugita Y.,Grass
Bedene A.,Copil M.,Copil M.,Grass
Haase R.,Karlovic I.,Haase R.,Grass
Bhambri Y.,Medvedev D.,Medvedev D.,Grass
Donskoy E.,Skugor F.,Donskoy E.,Grass
Tomic B.,King K.,Tomic B.,Grass
Smyczek T.,Ebden M.,Ebden M.,Grass
Smith J.P.,Tsitsipas S.,Tsitsipas S.,Grass
Jaziri M.,Purcell M.,Jaziri M.,Grass
Seppi A.,Mcdonald M.,Mcdonald M.,Grass
Pospisil V.,Bolt A.,Bolt A.,Grass
Chardy J.,Garcia-Lopez G.,Chardy J.,Grass
Copil M.,Sugita Y.,Copil M.,Grass
Haase R.,Tomic B.,Tomic B.,Grass
Ebden M.,Muller G.,Ebden M.,Grass
Verdasco F.,Medvedev D.,Verdasco F.,Grass
Donskoy E.,Gasquet R.,Gasquet R.,Grass
Jaziri M.,Tsitsipas S.,Tsitsipas S.,Grass
Mannarino A.,Chardy J.,Chardy J.,Grass
Bolt A.,Mcdonald M.,Mcdonald M.,Grass
Mcdonald M.,Chardy J.,Chardy J.,Grass
Ebden M.,Copil M.,Ebden M.,Grass
Tomic B.,Verdasco F.,Tomic B.,Grass
Tsitsipas S.,Gasquet R.,Gasquet R.,Grass
Gasquet R.,Tomic B.,Gasquet R.,Grass
Chardy J.,Ebden M.,Chardy J.,Grass
Chardy J.,Gasquet R.,Gasquet R.,Grass
Struff J.L.,Molleker R.,Molleker R.,Grass
Maden Y.,Mayer F.,Mayer F.,Grass
Millman J.,Pella G.,Pella G.,Grass
Zverev M.,Youzhny M.,Zverev M.,Grass
Kudla D.,Fucsovics M.,Fucsovics M.,Grass
Kohlschreiber P.,Istomin D.,Istomin D.,Grass
Viola M.,Simon G.,Simon G.,Grass
Shapovalov D.,Gunneswaran P.,Gunneswaran P.,Grass
Troicki V.,Lopez F.,Lopez F.,Grass
Galovic V.,Marterer M.,Marterer M.,Grass
Fritz T.,Paire B.,Paire B.,Grass
Basic M.,Raonic M.,Raonic M.,Grass
Mayer F.,Istomin D.,Istomin D.,Grass
Zverev M.,Federer R.,Federer R.,Grass
Pouille L.,Molleker R.,Pouille L.,Grass
Pella G.,Gunneswaran P.,Pella G.,Grass
Lopez F.,Simon G.,Lopez F.,Grass
Marterer M.,Kyrgios N.,Kyrgios N.,Grass
Berdych T.,Paire B.,Berdych T.,Grass
Fucsovics M.,Raonic M.,Raonic M.,Grass
Istomin D.,Pouille L.,Pouille L.,Grass
Raonic M.,Berdych T.,Raonic M.,Grass
Federer R.,Pella G.,Federer R.,Grass
Kyrgios N.,Lopez F.,Kyrgios N.,Grass
Raonic M.,Pouille L.,Raonic M.,Grass
Kyrgios N.,Federer R.,Federer R.,Grass
Raonic M.,Federer R.,Federer R.,Grass
Sousa J.,Haase R.,Haase R.,Grass
Bautista Agut R.,Struff J.L.,Bautista Agut R.,Grass
Nishikori K.,Bachinger M.,Nishikori K.,Grass
Kudla D.,Lacko L.,Kudla D.,Grass
Sugita Y.,Marterer M.,Sugita Y.,Grass
Thiem D.,Youzhny M.,Thiem D.,Grass
Fucsovics M.,Kohlschreiber P.,Kohlschreiber P.,Grass
Johnson S.,Paire B.,Paire B.,Grass
Tsitsipas S.,Pouille L.,Tsitsipas S.,Grass
Khachanov K.,Zverev M.,Khachanov K.,Grass
Gasquet R.,Mayer F.,Mayer F.,Grass
Ebden M.,Jaziri M.,Ebden M.,Grass
Bedene A.,Federer R.,Federer R.,Grass
Seppi A.,Berrettini M.,Seppi A.,Grass
Zverev A.,Coric B.,Coric B.,Grass
Basilashvili N.,Molleker R.,Basilashvili N.,Grass
Haase R.,Bautista Agut R.,Bautista Agut R.,Grass
Khachanov K.,Nishikori K.,Khachanov K.,Grass
Tsitsipas S.,Kudla D.,Kudla D.,Grass
Thiem D.,Sugita Y.,Sugita Y.,Grass
Kohlschreiber P.,Ebden M.,Ebden M.,Grass
Coric B.,Basilashvili N.,Coric B.,Grass
Federer R.,Paire B.,Federer R.,Grass
Mayer F.,Seppi A.,Seppi A.,Grass
Sugita Y.,Kudla D.,Kudla D.,Grass
Federer R.,Ebden M.,Federer R.,Grass
Bautista Agut R.,Khachanov K.,Bautista Agut R.,Grass
Coric B.,Seppi A.,Coric B.,Grass
Kudla D.,Federer R.,Federer R.,Grass
Bautista Agut R.,Coric B.,Coric B.,Grass
Coric B.,Federer R.,Coric B.,Grass
Shapovalov D.,Muller G.,Muller G.,Grass
Norrie C.,Wawrinka S.,Wawrinka S.,Grass
Tiafoe F.,Donaldson J.,Tiafoe F.,Grass
Verdasco F.,Cilic M.,Cilic M.,Grass
Querrey S.,Clarke J.,Querrey S.,Grass
Medvedev D.,Sock J.,Medvedev D.,Grass
Dzumhur D.,Dimitrov G.,Dimitrov G.,Grass
Raonic M.,Bhambri Y.,Raonic M.,Grass
Anderson K.,Mayer L.,Mayer L.,Grass
Benneteau J.,Berdych T.,Benneteau J.,Grass
Djokovic N.,Millman J.,Djokovic N.,Grass
Chardy J.,Smyczek T.,Chardy J.,Grass
Kyrgios N.,Murray A.,Kyrgios N.,Grass
Goffin D.,Lopez F.,Lopez F.,Grass
Evans D.,Mannarino A.,Mannarino A.,Grass
Harrison R.,Edmund K.,Edmund K.,Grass
Lopez F.,Raonic M.,Lopez F.,Grass
Tiafoe F.,Mayer L.,Tiafoe F.,Grass
Chardy J.,Medvedev D.,Chardy J.,Grass
Wawrinka S.,Querrey S.,Querrey S.,Grass
Muller G.,Cilic M.,Cilic M.,Grass
Kyrgios N.,Edmund K.,Kyrgios N.,Grass
Djokovic N.,Dimitrov G.,Djokovic N.,Grass
Benneteau J.,Mannarino A.,Mannarino A.,Grass
Querrey S.,Cilic M.,Cilic M.,Grass
Lopez F.,Kyrgios N.,Kyrgios N.,Grass
Mannarino A.,Djokovic N.,Djokovic N.,Grass
Tiafoe F.,Chardy J.,Chardy J.,Grass
Kyrgios N.,Cilic M.,Cilic M.,Grass
Djokovic N.,Chardy J.,Djokovic N.,Grass
Cilic M.,Djokovic N.,Cilic M.,Grass
Basilashvili N.,Carballes Baena R.,Basilashvili N.,Grass
Mayer F.,Sousa J.,Sousa J.,Grass
Delbonis F.,Herbert P.H.,Herbert P.H.,Grass
Donskoy E.,Berankis R.,Berankis R.,Grass
Sugita Y.,Pella G.,Sugita Y.,Grass
Lajovic D.,Horansky F.,Lajovic D.,Grass
Garcia-Lopez G.,Daniel T.,Garcia-Lopez G.,Grass
Baghdatis M.,Kavcic B.,Kavcic B.,Grass
Thompson J.,Vesely J.,Vesely J.,Grass
Haase R.,Youzhny M.,Haase R.,Grass
Lorenzi P.,Basic M.,Basic M.,Grass
Ilkel C.,Copil M.,Copil M.,Grass
Lajovic D.,Basilashvili N.,Basilashvili N.,Grass
Vesely J.,Verdasco F.,Vesely J.,Grass
Basic M.,Sousa J.,Sousa J.,Grass
Garcia-Lopez G.,Haase R.,Garcia-Lopez G.,Grass
Mannarino A.,Berankis R.,Mannarino A.,Grass
Monfils G.,Kavcic B.,Monfils G.,Grass
Dzumhur D.,Copil M.,Dzumhur D.,Grass
Sugita Y.,Herbert P.H.,Herbert P.H.,Grass
Vesely J.,Basilashvili N.,Vesely J.,Grass
Dzumhur D.,Herbert P.H.,Dzumhur D.,Grass
Sousa J.,Mannarino A.,Mannarino A.,Grass
Monfils G.,Garcia-Lopez G.,Monfils G.,Grass
Dzumhur D.,Vesely J.,Dzumhur D.,Grass
Monfils G.,Mannarino A.,Mannarino A.,Grass
Dzumhur D.,Mannarino A.,Dzumhur D.,Grass
Donaldson J.,Fritz T.,Donaldson J.,Grass
Seppi A.,Istomin D.,Istomin D.,Grass
Millman J.,Muller G.,Millman J.,Grass
Clarke J.,Harrison R.,Clarke J.,Grass
Berrettini M.,Ferrer D.,Ferrer D.,Grass
Wawrinka S.,Murray A.,Murray A.,Grass
Kukushkin M.,De Minaur A.,Kukushkin M.,Grass
Mayer L.,Simon G.,Mayer L.,Grass
Lacko L.,Quiroz R.,Lacko L.,Grass
Medvedev D.,Johnson S.,Johnson S.,Grass
Jarry N.,Zverev M.,Zverev M.,Grass
Norrie C.,Brands D.,Norrie C.,Grass
Istomin D.,Cecchinato M.,Cecchinato M.,Grass
Donaldson J.,Shapovalov D.,Shapovalov D.,Grass
Lacko L.,Schwartzman D.,Lacko L.,Grass
Johnson S.,Zverev M.,Zverev M.,Grass
Norrie C.,Clarke J.,Norrie C.,Grass
Millman J.,Mayer L.,Millman J.,Grass
Kukushkin M.,Ferrer D.,Kukushkin M.,Grass
Murray A.,Edmund K.,Edmund K.,Grass
Lacko L.,Norrie C.,Lacko L.,Grass
Cecchinato M.,Millman J.,Cecchinato M.,Grass
Zverev M.,Shapovalov D.,Zverev M.,Grass
Kukushkin M.,Edmund K.,Kukushkin M.,Grass
Lacko L.,Cecchinato M.,Lacko L.,Grass
Zverev M.,Kukushkin M.,Zverev M.,Grass
Lacko L.,Zverev M.,Zverev M.,Grass
Struff J.L.,Mayer L.,Struff J.L.,Grass
Cilic M.,Nishioka Y.,Cilic M.,Grass
Jarry N.,Krajinovic F.,Jarry N.,Grass
Kohlschreiber P.,Donskoy E.,Kohlschreiber P.,Grass
Kudla D.,Pouille L.,Pouille L.,Grass
Thompson J.,Querrey S.,Querrey S.,Grass
Muller G.,Mmoh M.,Muller G.,Grass
Novak D.,Polansky P.,Novak D.,Grass
Sousa J.,Stakhovsky S.,Stakhovsky S.,Grass
Lajovic D.,Federer R.,Federer R.,Grass
Kubler J.,Pella G.,Pella G.,Grass
Mcdonald M.,Berankis R.,Mcdonald M.,Grass
Karlovic I.,Youzhny M.,Karlovic I.,Grass
Elias G.,Garcia-Lopez G.,Garcia-Lopez G.,Grass
Coric B.,Medvedev D.,Medvedev D.,Grass
Raonic M.,Broady L.,Raonic M.,Grass
Maden Y.,Isner J.,Isner J.,Grass
Fabbiano T.,Bhambri Y.,Fabbiano T.,Grass
Smith J.P.,Seppi A.,Seppi A.,Grass
Millman J.,Travaglia S.,Millman J.,Grass
Dimitrov G.,Wawrinka S.,Wawrinka S.,Grass
Tsitsipas S.,Barrere G.,Tsitsipas S.,Grass
Monfils G.,Gasquet R.,Monfils G.,Grass
Anderson K.,Gombos N.,Anderson K.,Grass
Donaldson J.,Jaziri M.,Donaldson J.,Grass
Bemelmans R.,Johnson S.,Bemelmans R.,Grass
Lorenzi P.,Djere L.,Lorenzi P.,Grass
Garin C.,Mannarino A.,Mannarino A.,Grass
Harrison R.,Carballes Baena R.,Harrison R.,Grass
Bedene A.,Norrie C.,Bedene A.,Grass
Lacko L.,Bonzi B.,Lacko L.,Grass
Clarke J.,Gulbis E.,Gulbis E.,Grass
Hurkacz H.,Tomic B.,Tomic B.,Grass
Del Potro J.M.,Gojowczyk P.,Del Potro J.M.,Grass
Marterer M.,Dzumhur D.,Dzumhur D.,Grass
Nishikori K.,Harrison C.,Nishikori K.,Grass
Lopez F.,Delbonis F.,Lopez F.,Grass
Mayer F.,Vesely J.,Vesely J.,Grass
Albot R.,Carreno Busta P.,Albot R.,Grass
Bolt A.,Edmund K.,Edmund K.,Grass
Kyrgios N.,Istomin D.,Kyrgios N.,Grass
Sugita Y.,Klahn B.,Klahn B.,Grass
Basic M.,Schwartzman D.,Schwartzman D.,Grass
Sonego L.,Fritz T.,Fritz T.,Grass
Copil M.,Haase R.,Haase R.,Grass
Duckworth J.,Zverev A.,Zverev A.,Grass
Tiafoe F.,Verdasco F.,Tiafoe F.,Grass
Bolelli S.,Cuevas P.,Bolelli S.,Grass
Ramos-Vinolas A.,Robert S.,Robert S.,Grass
Cecchinato M.,De Minaur A.,De Minaur A.,Grass
Sela D.,Nadal R.,Nadal R.,Grass
Daniel T.,Fognini F.,Fognini F.,Grass
Khachanov K.,Ferrer D.,Khachanov K.,Grass
Ebden M.,Goffin D.,Ebden M.,Grass
Kukushkin M.,Pospisil V.,Kukushkin M.,Grass
Thiem D.,Baghdatis M.,Baghdatis M.,Grass
Berrettini M.,Sock J.,Berrettini M.,Grass
Herbert P.H.,Zverev M.,Herbert P.H.,Grass
Zeballos H.,Andreozzi G.,Zeballos H.,Grass
Basilashvili N.,Simon G.,Simon G.,Grass
Fucsovics M.,Benneteau J.,Benneteau J.,Grass
Jung J.,Paire B.,Paire B.,Grass
Sandgren T.,Djokovic N.,Djokovic N.,Grass
Chardy J.,Shapovalov D.,Shapovalov D.,Grass
Millman J.,Raonic M.,Raonic M.,Grass
Pouille L.,Novak D.,Novak D.,Grass
Lorenzi P.,Monfils G.,Monfils G.,Grass
Garcia-Lopez G.,Medvedev D.,Medvedev D.,Grass
Stakhovsky S.,Querrey S.,Querrey S.,Grass
Albot R.,Bedene A.,Albot R.,Grass
Mcdonald M.,Jarry N.,Mcdonald M.,Grass
Mannarino A.,Harrison R.,Mannarino A.,Grass
Struff J.L.,Karlovic I.,Struff J.L.,Grass
Lacko L.,Federer R.,Federer R.,Grass
Tiafoe F.,Benneteau J.,Tiafoe F.,Grass
Berrettini M.,Simon G.,Simon G.,Grass
De Minaur A.,Herbert P.H.,De Minaur A.,Grass
Muller G.,Kohlschreiber P.,Kohlschreiber P.,Grass
Pella G.,Cilic M.,Pella G.,Grass
Nadal R.,Kukushkin M.,Nadal R.,Grass
Seppi A.,Anderson K.,Anderson K.,Grass
Tsitsipas S.,Donaldson J.,Tsitsipas S.,Grass
Fabbiano T.,Wawrinka S.,Fabbiano T.,Grass
Bemelmans R.,Isner J.,Isner J.,Grass
Haase R.,Kyrgios N.,Kyrgios N.,Grass
Djokovic N.,Zeballos H.,Djokovic N.,Grass
Khachanov K.,Baghdatis M.,Khachanov K.,Grass
Robert S.,Ebden M.,Ebden M.,Grass
Vesely J.,Schwartzman D.,Vesely J.,Grass
Gulbis E.,Dzumhur D.,Gulbis E.,Grass
Shapovalov D.,Paire B.,Paire B.,Grass
Tomic B.,Nishikori K.,Nishikori K.,Grass
Del Potro J.M.,Lopez F.,Del Potro J.M.,Grass
Edmund K.,Klahn B.,Edmund K.,Grass
Bolelli S.,Fognini F.,Fognini F.,Grass
Zverev A.,Fritz T.,Zverev A.,Grass
Anderson K.,Kohlschreiber P.,Anderson K.,Grass
Querrey S.,Monfils G.,Monfils G.,Grass
Mannarino A.,Medvedev D.,Mannarino A.,Grass
Fabbiano T.,Tsitsipas S.,Tsitsipas S.,Grass
Albot R.,Isner J.,Isner J.,Grass
Struff J.L.,Federer R.,Federer R.,Grass
Mcdonald M.,Pella G.,Mcdonald M.,Grass
Paire B.,Del Potro J.M.,Del Potro J.M.,Grass
Ebden M.,Simon G.,Simon G.,Grass
Raonic M.,Novak D.,Raonic M.,Grass
De Minaur A.,Nadal R.,Nadal R.,Grass
Vesely J.,Fognini F.,Vesely J.,Grass
Zverev A.,Gulbis E.,Gulbis E.,Grass
Khachanov K.,Tiafoe F.,Khachanov K.,Grass
Djokovic N.,Edmund K.,Djokovic N.,Grass
Kyrgios N.,Nishikori K.,Nishikori K.,Grass
Federer R.,Mannarino A.,Federer R.,Grass
Raonic M.,Mcdonald M.,Raonic M.,Grass
Gulbis E.,Nishikori K.,Nishikori K.,Grass
Tsitsipas S.,Isner J.,Isner J.,Grass
Anderson K.,Monfils G.,Anderson K.,Grass
Vesely J.,Nadal R.,Nadal R.,Grass
Djokovic N.,Khachanov K.,Djokovic N.,Grass
Del Potro J.M.,Simon G.,Del Potro J.M.,Grass
Djokovic N.,Nishikori K.,Djokovic N.,Grass
Anderson K.,Federer R.,Anderson K.,Grass
Nadal R.,Del Potro J.M.,Nadal R.,Grass
Isner J.,Raonic M.,Isner J.,Grass
Isner J.,Anderson K.,Anderson K.,Grass
Nadal R.,Djokovic N.,Djokovic N.,Grass
Anderson K.,Djokovic N.,Djokovic N.,Grass
Mayer L.,Berrettini M.,Berrettini M.,Clay
Munar J.,Ruud C.,Ruud C.,Clay
Albot R.,Sousa P.,Sousa P.,Clay
Londero J.I.,Laaksonen H.,Laaksonen H.,Clay
Sonego L.,Verdasco F.,Verdasco F.,Clay
Delbonis F.,Zeballos H.,Delbonis F.,Clay
Ymer M.,Istomin D.,Ymer M.,Clay
Carballes Baena R.,Bolelli S.,Bolelli S.,Clay
Monteiro T.,Ymer E.,Monteiro T.,Clay
Millman J.,Andreozzi G.,Millman J.,Clay
Moutet C.,Melzer G.,Melzer G.,Clay
Ferrer D.,Kolar Z.,Ferrer D.,Clay
Laaksonen H.,Berrettini M.,Laaksonen H.,Clay
Bolelli S.,Schwartzman D.,Bolelli S.,Clay
Sousa P.,Verdasco F.,Verdasco F.,Clay
Monteiro T.,Carreno Busta P.,Carreno Busta P.,Clay
